,Source,Propaganda text,Type
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/spencer/movieshow/87731463.cms,Spencer,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-rental/movieshow/78588644.cms,The Rental,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Blood Diamond,Non propaganda
,https://www.loc.gov/free-to-use/wwi-posters/,Facing the future Uncle Sam offers training to every man disabled...,propaganda
,https://stacker.com/history/famous-propaganda-posters-last-100-years,I Want You for the Navy,propaganda
,https://posteritati.com/genre/documentary?page=12,Sukita,Non propaganda
,https://stacker.com/history/famous-propaganda-posters-last-100-years,Andre the Giant Has a Posse,propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Save Food and Defeat Frightfulness,propaganda
,https://www.imdb.com/title/tt5037676/?ref_=fn_tt_tt_174,Fighting Politics,Non propaganda
,https://www.imdb.com/title/tt1525792/?ref_=fn_tt_tt_206,V&A Jameel Prize 6: Poetry to Politics,Non propaganda
,https://stacker.com/history/famous-propaganda-posters-last-100-years,We the People are Greater Than Fear,propaganda
,https://www.imdb.com/title/tt2613124/?ref_=fn_tt_tt_21,Raed Yassin: Hyper-Disciplinary Collective Histories,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,When They See Us,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",The Terminator,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Fargo,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Mystery Science Theater 3000,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/shang-chi-and-the-legend-of-the-ten-rings/movieshow/83567673.cms,Shang-Chi And The Legend Of The Ten Rings,Non propaganda
,https://posteritati.com/genre/documentary?page=5,Bowling for Columbine,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Safe Water on the Farm,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/godzilla-vs-kong/movieshow/81508348.cms,Godzilla Vs. Kong,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Ace in the Hole,Non propaganda
,https://posteritati.com/genre/documentary?page=10,Muscle Shoals,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/bunkar-the-last-of-the-varanasi-weavers/movieshow/70606380.cms,Bunkar: The Last of the Varanasi Weavers,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,"Ours... to fight for, Freedom From Fear",propaganda
,https://posteritati.com/genre/documentary?page=8,Kusama: Infinity,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Hold Up Your End!,propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,House of Cards,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/morbius/movieshow/66052420.cms,Morbius,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Gran Torino,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/eternals/movieshow/74507866.cms,Eternals,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Ted Lasso,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/atomic-blonde/movieshow/61284194.cms,Atomic Blonde,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",The Treasure of the Sierra Madre,Non propaganda
,https://posteritati.com/genre/documentary?page=12,That Summer,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/last-night-in-soho/movieshow/87650295.cms,Last Night In Soho,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/sound-of-metal/movieshow/82226466.cms,Sound Of Metal,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/submergence/movieshow/61999443.cms,Submergence,Non propaganda
,https://www.canva.com/learn/examples-of-propaganda/,Is this tomorrow?,propaganda
,https://www.imdb.com/title/tt3278104/?ref_=fn_tt_tt_288,Case Histories Series 2: Behind the Scenes,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-life-ahead/movieshow/82240823.cms,The Life Ahead,Non propaganda
,https://www.iwm.org.uk/learning/resources/second-world-war-posters,WANTED FOR SABOTAGE,propaganda
,https://posteritati.com/genre/documentary?page=5,Brakhage,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Yeh Meri Family,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/dora-and-the-lost-city-of-gold/movieshow/68522847.cms,Dora And The Lost City Of Gold,Non propaganda
,https://posteritati.com/genre/documentary?page=7,Freakscene: The Story of Dinosaur Jr.,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/a-quiet-place-part-ii/movieshow/73892998.cms,A Quiet Place: Part II,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/birds-of-prey/movieshow/71198308.cms,Birds Of Prey,Non propaganda
,https://www.originalfilmart.com/en-bd/collections/documentary/products/jodorowskys-dune-2013,Paris is Burning ,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/pitch-perfect-3/movieshow/61932805.cms,Pitch Perfect 3,Non propaganda
,https://posteritati.com/genre/documentary?page=11,One Child Nation,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-355/movieshow/79116325.cms,The 355,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",No Reservations,Non propaganda
,https://posteritati.com/genre/documentary?page=12,Streetwise,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Mad Max: Fury Road,Non propaganda
,https://posteritati.com/genre/documentary?page=12,Sacred,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Cool Hand Luke,Non propaganda
,https://www.imdb.com/title/tt4888204/?ref_=fn_tt_tt_208,All's Fair in Love & Politics: Making Longshot,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search,[Medical Examination],propaganda
,https://posteritati.com/genre/documentary?page=10,Let the Fire Burn,Non propaganda
,https://posteritati.com/genre/documentary?page=10,Nicaragua: No pasaran,Non propaganda
,https://www.originalfilmart.com/en-bd/collections/documentary/products/beatles-greatest-story-1978,Beatles Greatest Story,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-secrets-we-keep/movieshow/79113665.cms,The Secrets We Keep,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/welcome-to-marwen/movieshow/64677027.cms,Welcome To Marwen,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/amityville-the-awakening/movieshow/61589133.cms,Amityville: The Awakening,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-boy-and-the-world/movieshow/62818201.cms,The Boy And The World,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Cowboy Bebop,Non propaganda
,https://posteritati.com/genre/documentary?page=11,Simba: The King of the Beasts,Non propaganda
,https://www.loc.gov/free-to-use/wwi-posters/,Are you breaking the law? Patriotic Canadians will not hoard food,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/come-away/movieshow/79646371.cms,Come Away,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-greatest-showman/movieshow/61933280.cms,The Greatest Showman,Non propaganda
,https://www.imdb.com/title/tt2511104/?ref_=fn_tt_tt_184,Guerilla Guide to Politics,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Big Little Lies,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,What Can You Spare That They Can Wear?,propaganda
,https://posteritati.com/genre/documentary?page=7,"Fast, Cheap & Out of Control",Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Could This Be You?,propaganda
,https://posteritati.com/genre/documentary?page=9,Karmapa - Two Ways of Divinity,Non propaganda
,https://posteritati.com/genre/documentary?page=12,Super 8 Stories,Non propaganda
,https://posteritati.com/genre/documentary?page=12,Synthetic Pleasures,Non propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",The Lord of the Rings: The Fellowship of the Ring,Non propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",Inglourious Basterds,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/paradise-highway/movieshow/93139510.cms,Paradise Highway,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,See Him Through,propaganda
,https://posteritati.com/genre/documentary?page=14,The Thin Blue Line,Non propaganda
,https://www.imdb.com/title/tt1322916/?ref_=fn_tt_tt_195,Not About Politics,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-batman/movieshow/74131973.cms,The Batman,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,"I, Claudius",Non propaganda
,https://www.canva.com/learn/examples-of-propaganda/,THIEF! The worst thif is he who steals the playtime of children.,propaganda
,https://posteritati.com/genre/documentary?page=6,Down from the Mountain,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/yadvi-the-dignified-princess/movieshow/61284889.cms,Yadvi: The Dignified Princess,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/raya-and-the-last-dragon/movieshow/75554529.cms,Raya And The Last Dragon,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/father-figures/movieshow/61933153.cms,Father Figures,Non propaganda
,https://posteritati.com/genre/documentary?page=7,A Great Day in Harlem,Non propaganda
,https://www.originalfilmart.com/en-bd/collections/documentary/products/woodstock-r79,Woodstock ,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",It Happened One Night,Non propaganda
,https://stacker.com/history/famous-propaganda-posters-last-100-years,To Defend USSR',propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/hotel-artemis/movieshow/63801697.cms,Hotel Artemis,Non propaganda
,https://posteritati.com/genre/documentary?page=12,Sadismo,Non propaganda
,https://posteritati.com/genre/documentary?page=11,The Original Kings of Comedy,Non propaganda
,https://www.imdb.com/title/tt2316382/?ref_=fn_tt_tt_102,The Politics of Clown World,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-gray-man/movieshow/91142239.cms,The Gray Man,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/godzilla-king-of-the-monsters/movieshow/62006947.cms,Godzilla: King Of The Monsters,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/mother/movieshow/61283699.cms,Mother!,Non propaganda
,https://posteritati.com/genre/documentary?page=11,One Track Heart: The Story of Krishna Das,Non propaganda
,https://theworld.org/stories/2015-02-18/behold-best-north-korea-s-349-new-propaganda-slogans,"""More stylish school uniforms and quality school things for our dear children!""",propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",Step Up,Non propaganda
,https://www.imdb.com/title/tt1400819/?ref_=fn_tt_tt_2,Blood Ink Blood Out Tattoo Histories,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",White Heat,Non propaganda
,https://posteritati.com/genre/documentary?page=13,W zatoce bialych niedzwiedzi,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-2nd/movieshow/79057646.cms,The 2nd,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,The Vietnam War,Non propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",Schindler's List,Non propaganda
,https://www.imdb.com/title/tt1865477/?ref_=fn_tt_tt_50,Last Man Standing: Politics Texas Style,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",Love in the Time of Cholera,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/birth-of-the-dragon/movieshow/61285086.cms,Birth Of The Dragon,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Curb Your Enthusiasm,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/kingsman-the-golden-circle/movieshow/61262908.cms,Kingsman: The Golden Circle,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Freaks and Geeks,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Attention!,propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Clear The Way!!,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/eternals/movieshow/74507866.cms,Eternals,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/fantastic-beasts-the-secrets-of-dumbledore/movieshow/90102510.cms,Fantastic Beasts: The Secrets Of Dumbledore,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Citizen Kane,Non propaganda
,https://posteritati.com/genre/documentary?page=11,A Poem Is a Naked Person,Non propaganda
,https://posteritati.com/genre/documentary?page=9,Kate Plays Christine,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Accident Prevention Poster: Get in this Game,propaganda
,https://www.imdb.com/title/tt0371059/?ref_=fn_tt_tt_278,Amazing Stories,Non propaganda
,https://posteritati.com/genre/documentary?page=9,Joy Division,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Mindhunter,Non propaganda
,https://posteritati.com/genre/documentary?page=9,John Lewis: Good Trouble,Non propaganda
,https://posteritati.com/genre/documentary?page=12,Sans Soleil,Non propaganda
,https://posteritati.com/genre/documentary?page=12,Step Across the Border,Non propaganda
,https://www.originalfilmart.com/en-bd/collections/documentary/products/crumb,Crumb ,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,"Americanism is not, and never was, a matter of race or ancestry.",propaganda
,https://posteritati.com/genre/documentary?page=12,Steve Jobs: The Lost Interview,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/american-made/movieshow/61271490.cms,American Made,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/official-secrets/movieshow/61976105.cms,Official Secrets,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search,[The Physical Fitness of Russia],propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Bleach: Thousand-Year Blood War,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-355/movieshow/79116325.cms,The 355,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,"Save Rubber, Check Your Tires Now",propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=1",The Time Traveler's Wife,Non propaganda
,https://posteritati.com/genre/documentary?page=7,Fluid Drive,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Now--All Together,propaganda
,https://filmartgallery.com/products/ac-dc-let-there-be-rock,AC/DC: Let There Be Rock,Non propaganda
,https://posteritati.com/genre/documentary?page=10,Mondo New York,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/downton-abbey/movieshow/71213528.cms,Downton Abbey,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/dragon-ball-super-super-hero/movieshow/93610218.cms,Dragon Ball Super: Super Hero,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search,[Patriotic Russians],propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Scarface,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/truth-or-dare/movieshow/62189106.cms,Truth Or Dare,Non propaganda
,https://posteritati.com/genre/documentary?page=13,Tupac: Resurrection,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Buy War Bonds,propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,The Newsroom,Non propaganda
,https://www.canva.com/learn/examples-of-propaganda/,Lick them over there! Come on Canada,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/marvels-inhumans/movieshow/61330803.cms,Marvel's Inhumans,Non propaganda
,https://www.iwm.org.uk/learning/resources/second-world-war-posters,LEAVE THE CHILDREN WHERE THEY ARE,propaganda
,https://posteritati.com/genre/documentary?page=12,Radio Unnameable,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",Seeking a Friend for the End of the World,Non propaganda
,https://www.imdb.com/title/tt7045498/?ref_=fn_tt_tt_200,The Politics of Persuasion,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,We Can... We Will... We Must!,propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",Star Wars: Episode V - The Empire Strikes Back,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/gringo/movieshow/61961571.cms,Gringo,Non propaganda
,https://stacker.com/history/famous-propaganda-posters-last-100-years,"Destroy this Mad Brute, Enlist",propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",Modern Family,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Aliens,Non propaganda
,https://www.imdb.com/title/tt8113084/?ref_=fn_tt_tt_32,The Kerala Story,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,The Grand Tour,Non propaganda
,https://posteritati.com/genre/documentary?page=7,Four Days in November,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Have YOU a Red Cross Service Flag?,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/force-of-nature/movieshow/78588245.cms,Force Of Nature,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Requiem for a Dream,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/trolls-2/movieshow/62025369.cms,Trolls World Tour,Non propaganda
,https://www.imdb.com/title/tt8737234/?ref_=fn_tt_tt_267,PoliticsJoe,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/pirates-of-the-caribbean-salazars-revenge/movieshow/61247037.cms,Pirates Of The Caribbean: Salazar's Revenge,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Aux Habitants du VIe Arrond,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/gemini-man/movieshow/63270528.cms,Gemini Man,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/peppermint/movieshow/62474394.cms,Peppermint,Non propaganda
,https://posteritati.com/genre/documentary?page=6,The Execution Protocol,Non propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",The Wolf of Wall Street,Non propaganda
,https://posteritati.com/genre/documentary?page=14,Woodstock,Non propaganda
,https://wargaming.com/en/news/world_war_propaganda_posters/,“Cacciali via!”,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/national-theatre-live-hansard/movieshow/80719502.cms,National Theatre Live: Hansard,Non propaganda
,https://posteritati.com/genre/documentary?page=11,Note by Note: The Making of Steinway L1037,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=1",Eternal Sunshine of the Spotless Mind,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/wolfwalkers/movieshow/82230984.cms,Wolfwalkers,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/dont-breathe-2/movieshow/85648314.cms,Don't Breathe 2,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Share in the Victory,propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Provide The Sinews Of War: Buy Liberty Bonds,propaganda
,https://posteritati.com/genre/documentary?page=10,Mondo pazzo,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/blade-runner-2049/movieshow/61362777.cms,Blade Runner 2049,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-new-mutants/movieshow/61934306.cms,The New Mutants,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=1",In the Mood for Love,Non propaganda
,https://propagandaposterstore.com/shop/?product_view=list&product_orderby=popularity,hey fellows your money brings the book we need when we want it,propaganda
,https://www.imdb.com/title/tt1368036/?ref_=fn_tt_tt_264,"Positive Force: More Than a Witness, 30 Years of Punk Politics in Action",Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/dragon-ball-super-broly/movieshow/68591732.cms,Dragon Ball Super: Broly,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=1",Happiness Never Comes Alone,Non propaganda
,https://www.imdb.com/title/tt14215376/?ref_=fn_tt_tt_41,"A Supercut of Supercuts: Aesthetics, Histories, Databases",Non propaganda
,https://www.imdb.com/title/tt4448756/?ref_=fn_tt_tt_85,The Politics of Climate Change,Non propaganda
,https://www.imdb.com/title/tt9363460/?ref_=fn_tt_tt_131,Inside Politics '88,Non propaganda
,https://posteritati.com/genre/documentary?page=13,Songs for Drella,Non propaganda
,https://www.imdb.com/title/tt8514552/?ref_=fn_tt_tt_236,The Politics of Love & Dance,Non propaganda
,https://www.imdb.com/title/tt3103130/?ref_=fn_tt_tt_130,Paint Cans and Politics,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/richard-jewell/movieshow/71438846.cms,Richard Jewell,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Berserk,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/cold-pursuit/movieshow/62379872.cms,Cold Pursuit,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search,[Russian Engineering],propaganda
,https://posteritati.com/genre/documentary?page=13,Time Will Tell,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,"Motherless, Fatherless, Starving",propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-outpost/movieshow/78664641.cms,The Outpost,Non propaganda
